Index,url,description,published date,published time,video length,views,likes,comments,shares,saves,play time,avg watch time,watched full video,new followers,retention rate (avg watch time),other (traffic),personal profile,search,for you,following,search queries,new viewers,returning viewers,non-followers,followers,Male,Female,18-24,25-34,35-44,45-54,55+,Other,US,Brazil,Mexico,UK,Vietnam,Saudi Arabia,top comments,Unnamed: 39
11,https://www.tiktok.com/@embilybond/video/7196882335134928171,Replying to @definitelynotnyla lol I didn’t actually answer their question. I use a ton of gel and hairspray to get my hair to stay all day. #got2beglued #hairandmakeup #asmr #guess #guessinggame #hashtagsarecringe #whydoidothis,2/5/2023,8:39 PM,38.54s,416143,6570,32,29,311,1036h:25m:29s,9.0s,6.52,234,23%,68.70%,30.10%,0.80%,0.10%,0.30%,got to be glued asmr,47,53,91,9,19,81,62,27,7,2,2,26.2,42.3,6.9,5.2,4.3,,4.5,,
12,https://www.tiktok.com/@embilybond/video/7197806140934147374,Some elastic snapping!! One of my favorite parts when I take out my hair #elastic #ballroomhair #hairstyle #hairandmakeup #competition #got2bglued we,2/8/2023,8:24 AM,10.56s,314355,3164,13,24,177,549h:56m:36s,6.3s,24.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,https://www.tiktok.com/@embilybond/video/7198312149742128427,More hair videos to come! But until then heres a little tango for your feed 💃🫶 #ballroomdance #tango #ballroom #ballroomhair #competition #got2bglued,2/9/23,5:07 PM,14.02s,313269,5679,13,47,331,622h:47m:11s,7.1s,21%,150,,56.8,38.5,2.5,1.3,0.9,tango hair,65,35,93,7,22,78,60,29,7,2,2,29.6,41.6,4.9,5.9,4.5,,2,,
14,https://www.tiktok.com/@embilybond/video/7198768286056598830,Its giving… suction cup vibes @redaspenlove #hairtok #ballroom#got2bglued #gel#hairspray #hairstyle #asmr #trending #viral #asmrsounds #gelwave,2/10/23,10:37 PM,13.28s,279793,3081,14,23,182,604h:23m:43s,7.8s,28.10%,116,,51.7,31.5,14.4,0.7,1.7,ballroom hair washing,51,49,94,6,20,80,59,28,8,3,2,29.2,42.3,5,5.5,5.1,,,,
15,https://www.tiktok.com/@embilybond/video/7199174843735182638,"True story. If you’re confused, go to my profile #gel #got2bglued #ballroom #ballroomhair #hairtok #twist #asmr #trending #viral #hair #hairstyle #asmrsounds #cringe",2/12/23,12:55 AM,7.85s,235060,2033,1,6,79,217h:41m:55s,3.3s,11.24,75,,60.8,36.3,0.9,1,1,"embilybond, lego hair pieces, hair gel cringe",53,47,84,14,22,78,59,28,8,3,2,32.3,39,4.2,5.9,5,,,,
16,https://www.tiktok.com/@embilybond/video/7199299096941907246,Crunchy hair 😩 y’all better turn your volume up for this one #volume #volumeup  #gel #got2bglued #ballroom #ballroomhair #hairtok #twist #asmr #trending #viral #hair #hairstyle #asmrsounds #cringe #redaspenlove #redaspennails @redaspenlove,2/12/23,8:57 AM,20.48s,3128110,84000,691,2202,5729,9151h:41m:21s,10.5s,23.28,2794,,12.2,4,2.2,81.2,0.4,crunchy hair,47,53,97,3,22,78,60,22,10,4,4,30.3,12.4,6.2,0,6.9,0,,,"blew up w south korea, japan (more than US for some of them)"
17,https://www.tiktok.com/@embilybond/video/7199545285847108907,hey hey! Got2b products are literally my best friend! And bristle brushes to make it as SMOOTH as possible! Let me know if you want a tutorial on HOW I use these products #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom # ballroomhair #hairtok # ballroomdance #trending #viral #live #asmr,2/13/23,12:53 AM,39.08s,288194,3234,9,25,201,554h:59m:25s,7.0s,6.58%,138,,61.8,36.1,1.6,0.1,0.4,got2b volume powder,50,50,89,11,26,74,61,27,7,3,2,31.8,38.6,4,5.9,5.4,0,,,
18,https://www.tiktok.com/@embilybond/video/7199834818413153582,"I LOVE a fringe moment, but soemtimes I look like I belong in a blingy car wash #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #fringe #carwash ",2/13/23,7:36 PM,6.87s,352412,2704,5,20,128,419h:36m:37s,4.3s,27.36%,50,,61.6,39.9,0.9,0.1,0.5,ballroom hair washing,50,50,87,13,23,77,62,28,7,2,1,33.1,38.8,4.3,6.1,5,0,,,
19,https://www.tiktok.com/@embilybond/video/7200263198048570667,My roomate tried doing ballroom hair for the first time! It went better than expected. Thank you @aubsdyer and thanks to anyone that hung out with us on our live! Def going to do that again :) #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #trending #viral #live #roomates #tutorial #asmr #asmrsounds,2/14/23,11:18 PM,20.13s,487694,4942,18,53,408,1063h:55m:42s,7.8s,17.17%,263,,74.2,21.9,1.8,1.5,0.6,"ballroom hair, ballroom hair first time, embilybond",46,54,97,3,25,75,62,26,7,3,2,34.9,35.5,5.9,5.5,5.3,,,,
20,https://www.tiktok.com/@embilybond/video/7201005538404994346,"Update: i skipped two of my classes today (mom, pretene you didnt see this). Anyways… im in my vlogging era  #g#got2bstyledR#RoseGoldFaceBrushg#gelg#got2bgluedb#ballroomb#ballroomhairh#hairtokb#ballroomdancet#trendingv#virallive #competition #vlog #packing ",2/16/23,11:19 PM,30.65s,323092,2671,4,15,120,395h:19m:49s,4.4s,2.35%,196,,63.1,36.3,0.1,0.1,0.4,got2bglued daisy dukes,49,51,82,18,26,74,61,27,7,3,2,33.8,37.8,4.4,6.2,5.2,,,,
21,https://www.tiktok.com/@embilybond/video/7201404078507691310,We go from 18 to 36 years old lol and someone needs to teach me how to make better transitions #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #makeup,2/18/23,1:06 AM,8:40s,390410,7983,102,100,421,608h:59m:57s,5.6s,28.37%,209,,60.5,35.7,1.9,1.2,0.7,"18 and 36, ballroom got2b, embilybond",46,54,86,14,25,75,62,27,7,2,2,33.5,39,4.3,6.1,4.8,,,,
22,https://www.tiktok.com/@embilybond/video/7201494910695132462,"The rbf is stronggg, but believe that I am so stoked to be dancing this weekend! #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #gelwave",2/18/23,6:58 AM,19.78s,439225,7922,31,99,463,1312h:31m:40s,10.8s,24.68%,157,,61.40%,35.80%,0.70%,1.30%,0.80%,"comor cacer cabello tipo lego, lego hair part, lego hairstyles",50,50,86,14,25,75,61,28,7,2,2,33.9,38.1,4.5,6.2,4.5,,,,
23,https://www.tiktok.com/@embilybond/video/7201769923268545838,Lowkey feel like a barbie sometimes with the false lashes and fake tan 🤪 #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #dress #dressup #barbie #hairandmakeup #beauty #transition,2/19/23,12:46 AM,11.98s,391286,3282,13,14,137,318h:57m:45s,2.9s,5.61,74,,62.20%,36.90%,0.10%,0.20%,0.60%,,48,52,85,15,26,74,63,26,7,2,2,33.9,38.2,4.1,6.2,4.9,,,,
24,https://www.tiktok.com/@embilybond/video/7202009304713497902,No for realizies give a girl some suggestions please 😭 the eyemakeup especially is never easy to take off #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #makeup #hairandmakeup #beauty #embily,2/19/23,4:14 PM,24.22s,449349,5363,130,30,277,1052h:48m:36s,8.4s,14.03,156,,61.8,36.1,0.2,1.1,0.8,"got2b girl eye, got2b2 girl lost eye",48,52,85,15,27,73,63,26,7,2,2,34.1,37.6,4,6.2,5.1,,,,
25,https://www.tiktok.com/@embilybond/video/7202285850829311278,Some lil taps from my ballroom hair 💃🙈💅🏼 @redaspenlove #volume #got2bstyled #RoseGoldFaceBrush #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #gorillaglue #foryou #foryoupage #fyp #viralvideo #tiktok #like #follow,2/20/23,10:07 AM,35.48s,11368804,552k,6123,44k,37k,48215h:2m:14s,15.3s,21.24,11178,,7.1,3,6.5,83.3,0.1,"gorilla glue girl now, gorilla glue hair, gorilla glue girl",60,40,99,1,53,47,64,24,7,3,2,31.6,28.4,6,,7.9,,,,
26,https://www.tiktok.com/@embilybond/video/7202332858361629998,Replying to @notanotherlightsk1nned can you tell that I dont like water running down my face? Lol #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #shower #showerthoughts #fyp #viralvideo #embily,2/20/23,1:10 PM,15.18s,1439749,29k,168,158,1336,4383h:22m:48s,11.0s,43.22,469,,25.6,13.1,56.1,4.5,0.7,"ballroom hair washig, got2b hair gel, ballroom hair removal wash",51,49,98,2,20,80,64,25,7,2,2,27.7,46.1,2.4,2.8,5.9,,,,
27,https://www.tiktok.com/@embilybond/video/7203035250958568750,I edited this from an 8 minute long video… JUST TAKING OUT THE BUN. And thank you to my sweet mama for helping me take out my bun. #v#volumeg#got2bstyledg#gelg#got2bgluedb#ballroomb#ballroomhairh#hairtokb#ballroomdancet#trendingv#virallive #embily #bun #gelwave #fyp #foryou #mom #mymom,2/22/23,10:35 AM,40.91s,12267870,966k,436,1764,20k,69200h:1m:47s,20.3s,27.4,6379,,2.7,1.5,5.5,90.2,0.1,"PULLING THE HAIR OUT OF THE BUN, gotb2 hair gel ad, molded edge brush",55,45,99,1,11,89,72,19,5,2,2,19.8,51.9,,,9.1,,,"did well in canada, austrailia, germany as well",
28,https://www.tiktok.com/@embilybond/video/7203379008220810542,"My costume is a whole uniform, the tan, the lashes, my shoes! Can you guess what I forgot before I can go on the floor? #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #dress #costume #hairandmakeup #competition #lipstick ?",2/23/23,8:49 AM,8.29s,748924,10k,111,93,523,1164h:32m:2s,5.6s,19.24,289,,59.6,38.3,0.7,0.7,0.7,"ballroom hair, ballroom dancing tanning, ballroom dance costume, ballrom dancer tan, ballroom costume",47,53,95,5,23,77,65,25,6,2,2,31,40.9,3.4,4.9,6,,,,
29,https://www.tiktok.com/@embilybond/video/7203815598885768490,VOLUME UP 🔊 as promised here is the gel peel from this weekend!!! You’re welcome 💅🏼  #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #asmr #asmrsounds #cringe #gelwave #hair #hairandmakeup #beauty #fypシ #fyp #foryou,2/24/23,1:03 PM,25.24s,5267312,117k,1205,14k,6648,16375h:4m:28s,11.2s,20.74,4537,,7.7,4.9,0.7,86.5,0.2,"Hair Peeling Gell, asmr quitando gel del cabello, ballroom hair removal wash",,,,,,,,,,,,,,,,,,,missing analytics for other sections,
30,https://www.tiktok.com/@embilybond/video/7204874353475898670,What do you want to see from me in the future? I got a few ideas up my sleeve haha  @impressmanicure #volume #got2bstyled #gel #got2bglued #hairtok #ballroomdance #trending #viral #live #embily #asmr #slippers #fyp #foryou #fypシ,2/27/23,9:32 AM,29.02s,538001,4730,26,40,250,562h:16m:28s,3.8s,0.65,414,,63.9,35.3,0.3,0.1,0.2,embilybond,53,47,86,14,25,75,63,26,7,2,2,33.9,36.9,5.5,5.1,5.6,,,,
31,https://www.tiktok.com/@embilybond/video/7204966690944355630,"Replying to @adrianvaneynde VOLUME UPPPP 🔊idk who said it, but the waves do be wavin #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #wave #gelwave #legohair #foryou #fyp #fypシ ",2/27/23,3:30 PM,21.55s,648979,7807,57,205,457,1520h:32m:1s,8.4s,19.32,262,,61.9,29.3,1.4,6.7,0.7,"hair waves ballroom, got2b styling gel hair wig",53,47,89,11,27,73,63,26,7,2,2,36.5,32.5,6.2,5.2,5.9,,,,
32,https://www.tiktok.com/@embilybond/video/7205308224587762986,"Depending on how many days I compete in a row I just leave it in 🤷‍♀️
#got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #italiansausages #fyp #fypシ #foryou",2/28/23,1:36 PM,7.73s,700283,6439,40,42,270,897h:21m:59s,4.6s,24.21,174,60,64.5,33.7,1.1,0.4,0.3,,52,48,91,9,27,73,63,26,7,2,2,34.2,35.5,6.1,5.6,5.3,,,,
33,https://www.tiktok.com/@embilybond/video/7205440402202185002,"Replying to @sisignamayegg I have only been competing traditional ballroom dance for like 9 months haha, but ballroom latin is where my hearts at 🥰 #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #slowwaltz #waltz #foryoupage #fyp #fypシ ",2/28/23,10:09 PM,17.99s,713073,12k,43,99,544,1301h:47m:9s,6.6s,12.46,241,,66.5,31.9,1,0.3,0.3,"ballroom dancing, ballroom dance, ballroom dancing waltz",51,49,94,6,26,74,62,27,7,2,2,34.4,34.7,6.2,6.1,5,,,,
34,https://www.tiktok.com/@embilybond/video/7205627949217828139,Volume UPPPP 🔊 another hair peeling   @redaspenlove #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #asmr #asmrsounds #hairpeeling #fyp #fypシ #foryou,3/1/23,10:16 AM,30.95s,68596852,2500000,33000,177000,202000,274042h:6m:17s,14.3s,21.37,109142,46,1.2,5.1,28.1,65.6,0,,61,39,99,1,42,57,60,26,8,3,3,47.3,8.4,6,5.8,,,,,
35,https://www.tiktok.com/@embilybond/video/7205996218516868395,Lol we think we’re funny,3/2/23,10:05 AM,12.47s,720620,6485,17,36,307,803h:14m:31s,4.0s,4.82,178,32,70.5,29.1,0,0.1,0.2,,56,44,88,12,30,70,63,26,7,2,2,37.9,30.4,7.2,6.1,4.6,,,,
36,https://www.tiktok.com/@embilybond/video/7206505808148827438,Thanks @mariya_usan_studio for this gorgeous look!! Can’t wait to compete tonight 🫶 #volume #got2bstyled #gel #hairspray #shil #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #silhouette #fyp #fypシ #foryou #glam #hairandmakeup #makeup,3/3/23,7:03 PM,7.17s,791937,7596,30,35,385,972h:20m:27s,4.4s,31.15,262,,69.6,29.5,0.2,0.2,0.5,"mariya usan studio, Embily",53,47,88,12,28,72,63,26,7,2,2,36.7,30.9,7,6.5,4.8,,,,
37,https://www.tiktok.com/@embilybond/video/7207482066986962219,VOLUME UPPP 🔊 taking out another ballroom hairstyle. GO CHECK OUT @mariya_usan_studio to see how she does the gel waves!!! 🫶💕 #volume #got2bstyled #gel #silhuohette #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #glam #asmr #asmrsounds #taps #fyp #fypシ #foryou,3/6/23,10:11 AM,45.28s,99352445,7.1m,59k,348k,412k,550420h:4m:59s,19.9s,21.08,163523,,3.2,3.6,1.5,91.6,0.1,"ballroom hair, ballroom hair removal",57,43,97,3,26,74,63,26,7,2,2,38.8,18.8,9.3,8.9,6.3,,,,
38,https://www.tiktok.com/@embilybond/video/7209832596614729002,VOLUME UP 🔊 Hairsyle for nationals by @completebeautyimage 🥰  #volume #got2bstyled #gel   #ballroomhair #hairtok  #trending #viral #live #embily #hairspray #hairstyle #asmr #asmrsounds #silhuohette,3/12/23,7:12 PM,25.7s,684068,12k,46,136,975,1813h:3m:52s,9.6s,13.47,677,,76.3,18.1,0.6,4.2,0.8,"embily hair, silhouette gel",47,53,97,3,22,78,62,25,8,3,2,37.3,26.9,10.4,8.1,5.1,,,,
39,https://www.tiktok.com/@embilybond/video/7210073093384047914,Replying to @jenn.and.tonic63 TRYING LEMON OIL TO SNAP ELASTICS!! W/ help from my roomie 🥰 #volume #got2bstyled #gel #got2bglued  #ballroomhair #hairtok  #trending #viral #live #embily #lemon #lemonoil #elastic,3/13/23,10:46 AM,33.04s,619717,9464,28,23,411,1827h:35m:46s,10.6s,12.85,201,,70.3,18.3,2.1,8.3,1,,55,45,97,3,20,80,62,25,8,3,2,34.4,27.4,11.3,8.3,6.6,,,,
40,https://www.tiktok.com/@embilybond/video/7210622261810842922,I have gotten hit in the head though… many times. Its called floorcraft 💅🏼#greenscreenvideo #floorcraft #ballroom #ballroomdance #glam #asmr #slowwaltz #waltz #hairandmakeup #competition #embily,3/14/23,10:17 PM,12.00s,2219035,68k,172,247,3302,6150h:13m:30s,10.0s,39.11%,1108,80,93.1,4.6,0.8,1.3,0.2,,55,45,97,3,28,72,66,24,6,2,2,30.4,32.3,8.5,7.4,7,,,,
41,https://www.tiktok.com/@embilybond/video/7211224673139346731,"Replying to @_m4rbl3 HAIR TAP COMPILATION 💅🏼 which one is the most satisfying??? I have a new hair video on the way, so stay tuned for that 🥰🫶 #SeeHerGreatness #glam #hairtap #ballroomhair #volume #got2bstyled #gel #got2bglued #hairtok #ballroomdance #trending #viral #live #embily #hairspray #beauty #fyp #foryou #fypシ ",3/16/23,1:14 PM,16.23s,25003795,846k,17k,24k,90k,90364h:44m:7s,12.9s,39.55,53411,79,2.3,0.9,7.9,88.8,0.1,asmr tapping,35,75,99,1,50,50,56,25,11,4,4,36.3,3.9,12.2,3.7,,,,"blew up in Vietnam, Indonesia, Phillipines, Thailand ",
42,https://www.tiktok.com/@embilybond/video/7212050619874528554,"Replying to @deja_zhane that being said, I definitely don’t know everything! And if you’re a ballroom dancer and have a better explanation leave a comment! 🥰 #ballroomdance #ballroom #fyp #foryou #fypシ #SeeHerGreatness #got2bstyled #hairtok #trending #viral #embily #beauty ",3/18/23,6:39 PM,33.67s,429260,7496,58,42,471,776h:15m:54s,6.5s,6.13,305,19,85.1,13.6,0.6,0.1,0.6,,53,47,92,8,27,73,59,28,8,3,2,42.1,20.5,9.1,9.1,5.8,,,,
43,https://www.tiktok.com/@embilybond/video/7213007780251176238,"Mmm I skipped some steps 😅 but it do be like that sometimes. Also, lol I need to edit my hair video from this!! #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #nationals #greenscreenvideo #getreadywithme #glam #hairandmakeup #fyp #foryou #fypシ ",3/21/23,8:34 AM,25.52s,281174,4188,11,14,225,529h:14m:44s,6.8s,10.71,159,27,81.7,17.1,0.3,0.3,0.6,get ready with me for nationals,51,49,86,14,29,71,59,28,8,3,2,44.6,20.1,7.2,7.7,6.5,,,,
44,https://www.tiktok.com/@embilybond/video/7213401911658057003,#gorillaglue jking its got2bglued ✨PART 1✨ full of the taps #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #trending #viral #live #embily  #fyp #foryou #fypシ,3/22/23,10:03 AM,13.14s,3625064,97k,1424,4281,7546,9401h:35m:35s,9.3s,35.7,4007,71,7.5,1.8,0.6,89.7,0.4,"ballroom hair removal wash, ballroom hair removal, ballroom hair",46,54,93,7,61,39,71,19,6,2,2,35.2,13.2,,,22.1,,,really blew up in english speaking/european countries,
45,https://www.tiktok.com/@embilybond/video/7213733920247139630,VOLUME UP 🔊 clearly it’s not gorilla glue but rather a tonnn of gel and hairspray 😁🥰 #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #asmr #asmrsounds #asmrvideo #fyp #foryou #fypシ #hairstyle #beauty #hairandmakeup,3/23/23,7:32 AM,41.93s,5919776,177k,2731,13k,13k,20097h:26m:19s,12.2s,9.85,4210,29,6,1.5,18.8,73.5,0.2,"gorilla glue girl now, gorilla glue hair, gorilla glue girl",69,31,99,1,25,74,59,25,9,4,3,38.8,14.7,,,14.3,,,Also blew up in European countries. We'll see if there's a shift?,
46,https://www.tiktok.com/@embilybond/video/7214277719989882158,Today is a good day y’all 😁🫶 #volume #got2bstyled #gel #got2bglued #ballroom #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #dance #dancer #tryouts #audition #grwm #fyp #foryou #fypシ,3/24/23,6:42 PM,32.74s,345944,4504,27,25,280,560h:40m:29s,5.8s,7.36,168,18,79,19.8,0.5,0.1,0.6,"Get ready with me for dance, dance tryout outfit, ballroom practice outfits",53,47,88,12,33,67,62,25,8,3,2,44.4,23.2,5.5,4.5,8.2,,,,
47,https://www.tiktok.com/@embilybond/video/7214646553351294251,Super freak like the song suggests 😂also these tiktok templates are getting out of hand ✋😔 ALSOOOO THANK YOU FOR 200K!!!! (Should I do 200 layers of hairspray??) #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #ballroomdance #trending #viral #live #embily #fyp #foryou,3/25/23,6:33 PM,7.85s,384490,2907,19,12,145,505h:57m:45s,4.7s,20.15,94,60,77.7,20.2,0.3,0.3,1.5,,52,47,86,14,31,68,61,26,8,3,2,43.8,24.4,4.2,5.6,7.1,,,,
48,https://www.tiktok.com/@embilybond/video/7215362063034518827,When my makeup is five shades darker… the life of a dancer 😩💅🏼 #v#volumeg#got2bstyledg#gelg#got2bgluedb#ballroomhairh#hairtokt#trendingv#virall#livee#embilyf#fypforyou #fypシ #makeup #glam #hairandmakeup #dancer,3/27/23,4:49 PM,27.77s,385117,5459,25,54,323,1091h:4m:9s,10.2s,16.43,195,37,71.8,17.8,5.8,2.3,2.3,"ballroom hair removal wash, makeup looks ballroom",44,56,93,7,27,72,60,27,8,3,2,41.7,28.1,3.7,4.7,6.9,,,,
49,https://www.tiktok.com/@embilybond/video/7216389890915798314,Here are some more taps and a gel wave peel 🥰  #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #asmr #asmrsounds #asmrvideo #hairpsray #dancer #fyp #foryou #fypシ,3/30/23,11:18 AM,46.81s,614687,13k,147,985,1510,1635h:47m:30s,9.6s,7.57%,905,21,44.6,12.6,31,11.4,0.4,ballroom hair tapping,56,44,98,2,26,73,59,26,9,3,3,42,18.6,6.6,5.9,5.1,,,Also performed decent in Europe,
50,https://www.tiktok.com/@embilybond/video/7216818857510473003,A crunchy slick bun removal!! 🤠 #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #pressonnails #nails #rainyroses #fypシ,3/31/23,3:03 PM,21.20s,1032754,27k,208,1075,2187,2554h:56m:53s,8.9s,17.72,990,42,26.6,7.8,26.7,37.6,1.3,"got2b hair gel, slick back removal",52,48,99,1,21,78,59,26,9,3,3,48.6,17.3,3.6,2.8,6.7,,,,
51,https://www.tiktok.com/@embilybond/video/7217198311667731754,"Lol someone sent this to me and I thought it was funny 🤷‍♀️

#greenscreenvideo #reaction #react #sssniperwolf #youtube #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #fypシ #asmr #asmrsounds #duet",4/1/23,3:35 PM,44.16s,21132790,1.2m,5484,2649,103k,136926h:39m:54s,23.4s,30.21,39297,53,1.5,0.6,70.3,27.5,0.1,"is that your real hair, sssniperwolf, is that your real hair original video",55,45,99,1,24,74,61,25,8,3,3,20.1,45.7,,,11.7,,,,
